path,name,category,status,description,classes,functions,lines,size_bytes,modified,author,todo_count
planning/src/task-integration/task-store.ts,task-store.ts,"Task integration, Sterling solver, cognitive thought processor",active,"currentTaskStore maintains references to tasks without copy-on-write isolation, enabling real-time updates for all task accessors and observers.",TaskStore,"calculateTitleSimilarity, createEmptyStatistics",329,10585,2026-02-04T23:32:13.370555,@darianrosebrook,0
planning/src/task-integration/thought-to-task-converter.ts,thought-to-task-converter.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides explicit conversion from Sterling reduction artifacts to task representations. Implements the thought-to-task mapping, enforcing strict adherence to reduction data only. Fails gracefully with clear error and decision codes when input cannot be converted.",,"isDigestDuplicate, calculateTaskPriority, calculateTaskUrgency, extractSterlingManagementAction, resolveReduction",292,10944,2026-02-07T15:50:41.552910,@darianrosebrook,0
planning/src/temporal/batch-operators.ts,batch-operators.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides batch operator definitions for smelting items in the Minecraft domain for the conscious-bot's planning module. Implements per-item and total batch durations using P03BatchOperatorV1 capsule. Enforces smelting constraints via requiresSlotType and maxBatchSize for each operator.,,getBatchHint,97,2788,2026-02-01T04:14:28.794648,,0
planning/src/temporal/capacity-manager.ts,capacity-manager.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Implements slot reservation logic for the planning module, delegating to the P03TemporalAdapter to advance the target slot’s bucket and return a new reserved state array. Ensures immutability of input slots. Facilitates safe, deterministic scheduling within the conscious-bot’s temporal integration.",,"canonicalizeState, findSlot, reserveSlot, getEarliestAvailableBucket",73,2644,2026-02-01T04:13:52.054437,,0
planning/src/temporal/deadlock-prevention.ts,deadlock-prevention.ts,"Task integration, Sterling solver, cognitive thought processor",active,"slot need derivation for planning, conservatively adding required slot types from crafting rules and treating needsFurnace as requiring a furnace slot",,"deriveSlotNeeds, checkDeadlockForRules, checkDeadlock",83,2890,2026-02-01T04:14:11.596179,,0
planning/src/temporal/duration-model.ts,duration-model.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Implements a static mapping of Minecraft actions to their temporal properties for task planning. Provides lookup for duration and slot requirements for operators like smelt and craft. Enforces consistent, pre-defined durations to inform the planner's decision-making.",,"findDuration, computeDurationTicks, annotateRuleWithDuration",101,4142,2026-02-01T04:13:37.386127,,0
planning/src/temporal/index.ts,index.ts,"Task integration, Sterling solver, cognitive thought processor",active,* Temporal Planning — Integration Seam * * Capsule-driven temporal utilities for Rig C. All temporal logic * delegates to an injected P03TemporalAdapter — the same adapter * proven by conformance tests. * * No new temporal types are invented here. All state representations * use P03 capsule types from sterling/primitives/p03/.,,,72,1709,2026-02-01T04:47:47.582442,,0
planning/src/temporal/makespan-objective.ts,makespan-objective.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides a pure function to compute the temporal cost of a planned step by blending base and duration-based components using a configurable weight, enabling the cognitive module to evaluate scheduling efficiency for the A* planner.",,"computeMakespan, computeTemporalCost",56,1929,2026-02-01T04:14:41.826453,,0
planning/src/temporal/temporal-enrichment.ts,temporal-enrichment.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* Temporal Enrichment — Single Orchestration Entrypoint * * Answers: given goal + rules + observed context + mode, what temporal * enrichments apply and is it deadlocked? * * Three modes: * 'off' — No temporal processing. Returns inert enrichment. * 'local_only' — Deadlock check + batch hints + rule annotation, * but temporal fields are NOT sent to Sterling.",,computeTemporalEnrichment,153,5917,2026-02-01T05:01:13.725219,,0
planning/src/temporal/time-state.ts,time-state.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides a domain-specific conversion for the temporal state module within the conscious-bot planning architecture, translating Minecraft observations into P03TemporalStateV1 capsule representations using bucket-sized time units. Ensures all temporal context fits within the defined horizon and wait bounds for resource slots. Exposes constants for tick/bucket conversions and safety parameters.",,"inferSlotsFromBlocks, toTickBucket, makeTemporalState",163,5656,2026-02-01T05:01:30.885523,,0
planning/src/types.ts,types.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides type definitions for goal formulation in the conscious-bot planning module. Defines interfaces and enums for goal types, priority levels, and status tracking.",,,706,18665,2026-01-31T14:21:17.019802,@darianrosebrook,0
planning/src/types/cognition-types.ts,cognition-types.ts,"Task integration, Sterling solver, cognitive thought processor",stable,Provides event-driven thought generation types for the planning module in the conscious-bot architecture. Implements the EventDrivenThoughtGenerator interface to produce contextual thoughts in response to BotLifecycleEvent messages. Enables the planner to interpret and structure incoming events for informed decision-making.,,,73,1621,2025-09-22T01:23:22.336835,@darianrosebrook,0
planning/src/types/index.ts,index.ts,"Task integration, Sterling solver, cognitive thought processor",active,* Types index - exports all types from the planning package * * @author @darianrosebrook,,,10,226,2026-02-01T03:03:40.177114,@darianrosebrook,0
planning/src/types/task-step.ts,task-step.ts,"Task integration, Sterling solver, cognitive thought processor",active,"– Defines the canonical TaskStep type used by the planning solver and task-integration modules.  
 – Provides structured metadata for step execution, including source, leaf, and consumption details.  
 – Ensures type safety and consistency across the conscious-bot planning subsystem.",,,37,1382,2026-01-30T15:14:47.152499,@darianrosebrook,0
planning/src/types/task.ts,task.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides types for task integration within the conscious-bot planning module. Defines the structure for tasks including status, progress, parameters, and failure codes for resilient execution. Ensures type consistency across planner, goal, and execution contexts.",,,297,10681,2026-02-07T15:50:27.404467,@darianrosebrook,0
planning/src/world-state/world-knowledge-integrator.ts,world-knowledge-integrator.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Implements integration of world observations with semantic memory, mapping entities and resources to normalized identifiers and updating the KnowledgeGraph using the WorldStateManager.",WorldKnowledgeIntegrator,"createSemanticMemory, normalizeItemName",352,10637,2026-02-01T03:03:40.703616,,0
planning/src/world-state/world-state-manager.ts,world-state-manager.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Implements periodic world state polling for the conscious-bot's planning module, tracking agent position, inventory, and environmental factors via a WorldStateSnapshot; emits events on state changes and schedules timed polling using Node.js Timeout API.",WorldStateManager,,249,8436,2026-02-01T14:12:41.722262,,0
safety/src/fail-safes/emergency-response.ts,emergency-response.ts,Safety checks and guards,stable,type validation functions for EmergencyDeclaration to enforce safe mode entry criteria in the conscious-bot safety module. Provides validation for emergency protocol adherence using validateEmergencyDeclaration. Ensures only authorized states trigger safe mode responses.,"EmergencyNotificationManager, SafeModeManager, EmergencyResponseCoordinator",,1040,26972,2025-10-01T22:14:07.867559,@darianrosebrook,0
safety/src/fail-safes/fail-safes-system.ts,fail-safes-system.ts,Safety checks and guards,stable,"Implements integrated safety checks and recovery coordination for the conscious-bot system. Manages and executes fail-safes including constitutional filtering, watchdog monitoring, and emergency response protocols. Enforces real-time validation and recovery actions to ensure robust operational integrity.","ResourceMonitor, RecoveryCoordinator, FailSafesSystem",,1411,38350,2025-10-02T00:35:31.638770,@darianrosebrook,0
safety/src/fail-safes/index.ts,index.ts,Safety checks and guards,stable,* Fail-Safes Module - Comprehensive Safety and Recovery Systems * * @author @darianrosebrook,,,19,504,2025-08-20T21:02:17.244708,@darianrosebrook,0
safety/src/fail-safes/preemption-manager.ts,preemption-manager.ts,Safety checks and guards,stable,Implements preemption logic to prioritize and manage running tasks within the conscious-bot scheduler. Maintains task and resource state using a map of active tasks and their execution grants. Triggers preemption if higher priority tasks are added or critical resources are exceeded.,"RunningTaskManager, PreemptionPolicy, PreemptedTaskQueue, PreemptionManager",,764,19802,2025-08-31T11:04:13.074872,@darianrosebrook,0
